record_id,report_id,object_type,object_id,object_name,enterprise_id,mine_id,year,report_type_code,report_type_name,status,due_date,submitted_at,is_overdue,files,uploaded_by,remark,updated_at
rec_line_005_annual_development_utilization_report_2024,report_line_005_annual_development_utilization_report,production_line,line_005,硼酸生产线,ent_001,mine_002,2024,annual_development_utilization_report,年度开发利用报告,submitted,2024-05-31,2024-05-05T10:00:00+08:00,False,"[{""material_code"": ""annual_development_utilization_report_01"", ""file_name"": ""2024年度年度开发利用报告.pdf"", ""file_url"": ""/mock-files/line_005/2024/annual_development_utilization_report.pdf""}]",测试用户,虚拟测试数据；截止日期仅用于AI产品联调，不代表真实监管要求,2026-09-25T00:00:00+08:00
rec_line_005_annual_development_utilization_report_2025,report_line_005_annual_development_utilization_report,production_line,line_005,硼酸生产线,ent_001,mine_002,2025,annual_development_utilization_report,年度开发利用报告,submitted,2025-05-31,2025-05-05T10:00:00+08:00,False,"[{""material_code"": ""annual_development_utilization_report_01"", ""file_name"": ""2025年度年度开发利用报告.pdf"", ""file_url"": ""/mock-files/line_005/2025/annual_development_utilization_report.pdf""}]",测试用户,虚拟测试数据；截止日期仅用于AI产品联调，不代表真实监管要求,2026-09-25T00:00:00+08:00
rec_line_005_annual_development_utilization_report_2026,report_line_005_annual_development_utilization_report,production_line,line_005,硼酸生产线,ent_001,mine_002,2026,annual_development_utilization_report,年度开发利用报告,submitted,2026-05-31,2026-05-05T10:00:00+08:00,False,"[{""material_code"": ""annual_development_utilization_report_01"", ""file_name"": ""2026年度年度开发利用报告.pdf"", ""file_url"": ""/mock-files/line_005/2026/annual_development_utilization_report.pdf""}]",测试用户,虚拟测试数据；截止日期仅用于AI产品联调，不代表真实监管要求,2026-09-25T00:00:00+08:00
rec_line_005_national_condition_survey_report_2024,report_line_005_national_condition_survey_report,production_line,line_005,硼酸生产线,ent_001,mine_002,2024,national_condition_survey_report,国情调查报告,overdue,2024-12-31,,True,[],,虚拟测试数据；截止日期仅用于AI产品联调，不代表真实监管要求,2026-09-25T00:00:00+08:00
rec_line_005_national_condition_survey_report_2025,report_line_005_national_condition_survey_report,production_line,line_005,硼酸生产线,ent_001,mine_002,2025,national_condition_survey_report,国情调查报告,submitted,2025-12-31,2025-12-24T10:00:00+08:00,False,"[{""material_code"": ""national_condition_survey_report_01"", ""file_name"": ""2025年度国情调查报告.pdf"", ""file_url"": ""/mock-files/line_005/2025/national_condition_survey_report.pdf""}]",测试用户,虚拟测试数据；截止日期仅用于AI产品联调，不代表真实监管要求,2026-09-25T00:00:00+08:00
rec_line_005_national_condition_survey_report_2026,report_line_005_national_condition_survey_report,production_line,line_005,硼酸生产线,ent_001,mine_002,2026,national_condition_survey_report,国情调查报告,not_submitted,2026-12-31,,False,[],,虚拟测试数据；截止日期仅用于AI产品联调，不代表真实监管要求,2026-09-25T00:00:00+08:00
rec_line_006_brine_monitoring_annual_report_2024,report_line_006_brine_monitoring_annual_report,production_line,line_006,碳酸锂一号生产线,ent_002,mine_003,2024,brine_monitoring_annual_report,卤水监测年报,submitted,2024-04-30,2024-04-22T10:00:00+08:00,False,"[{""material_code"": ""brine_monitoring_annual_report_01"", ""file_name"": ""2024年度卤水监测年报.pdf"", ""file_url"": ""/mock-files/line_006/2024/brine_monitoring_annual_report.pdf""}]",测试用户,虚拟测试数据；截止日期仅用于AI产品联调，不代表真实监管要求,2026-09-25T00:00:00+08:00
rec_line_006_brine_monitoring_annual_report_2025,report_line_006_brine_monitoring_annual_report,production_line,line_006,碳酸锂一号生产线,ent_002,mine_003,2025,brine_monitoring_annual_report,卤水监测年报,late_submitted,2025-04-30,2025-05-26T10:00:00+08:00,True,"[{""material_code"": ""brine_monitoring_annual_report_01"", ""file_name"": ""2025年度卤水监测年报.pdf"", ""file_url"": ""/mock-files/line_006/2025/brine_monitoring_annual_report.pdf""}]",测试用户,虚拟测试数据；截止日期仅用于AI产品联调，不代表真实监管要求,2026-09-25T00:00:00+08:00
rec_line_006_brine_monitoring_annual_report_2026,report_line_006_brine_monitoring_annual_report,production_line,line_006,碳酸锂一号生产线,ent_002,mine_003,2026,brine_monitoring_annual_report,卤水监测年报,submitted,2026-04-30,2026-04-22T10:00:00+08:00,False,"[{""material_code"": ""brine_monitoring_annual_report_01"", ""file_name"": ""2026年度卤水监测年报.pdf"", ""file_url"": ""/mock-files/line_006/2026/brine_monitoring_annual_report.pdf""}]",测试用户,虚拟测试数据；截止日期仅用于AI产品联调，不代表真实监管要求,2026-09-25T00:00:00+08:00
rec_line_006_annual_development_utilization_report_2024,report_line_006_annual_development_utilization_report,production_line,line_006,碳酸锂一号生产线,ent_002,mine_003,2024,annual_development_utilization_report,年度开发利用报告,submitted,2024-05-31,2024-05-22T10:00:00+08:00,False,"[{""material_code"": ""annual_development_utilization_report_01"", ""file_name"": ""2024年度年度开发利用报告.pdf"", ""file_url"": ""/mock-files/line_006/2024/annual_development_utilization_report.pdf""}]",测试用户,虚拟测试数据；截止日期仅用于AI产品联调，不代表真实监管要求,2026-09-25T00:00:00+08:00
rec_line_006_annual_development_utilization_report_2025,report_line_006_annual_development_utilization_report,production_line,line_006,碳酸锂一号生产线,ent_002,mine_003,2025,annual_development_utilization_report,年度开发利用报告,submitted,2025-05-31,2025-05-22T10:00:00+08:00,False,"[{""material_code"": ""annual_development_utilization_report_01"", ""file_name"": ""2025年度年度开发利用报告.pdf"", ""file_url"": ""/mock-files/line_006/2025/annual_development_utilization_report.pdf""}]",测试用户,虚拟测试数据；截止日期仅用于AI产品联调，不代表真实监管要求,2026-09-25T00:00:00+08:00
rec_line_006_annual_development_utilization_report_2026,report_line_006_annual_development_utilization_report,production_line,line_006,碳酸锂一号生产线,ent_002,mine_003,2026,annual_development_utilization_report,年度开发利用报告,late_submitted,2026-05-31,2026-06-27T10:00:00+08:00,True,"[{""material_code"": ""annual_development_utilization_report_01"", ""file_name"": ""2026年度年度开发利用报告.pdf"", ""file_url"": ""/mock-files/line_006/2026/annual_development_utilization_report.pdf""}]",测试用户,虚拟测试数据；截止日期仅用于AI产品联调，不代表真实监管要求,2026-09-25T00:00:00+08:00
rec_line_006_national_condition_survey_report_2024,report_line_006_national_condition_survey_report,production_line,line_006,碳酸锂一号生产线,ent_002,mine_003,2024,national_condition_survey_report,国情调查报告,late_submitted,2024-12-31,2025-01-28T10:00:00+08:00,True,"[{""material_code"": ""national_condition_survey_report_01"", ""file_name"": ""2024年度国情调查报告.pdf"", ""file_url"": ""/mock-files/line_006/2024/national_condition_survey_report.pdf""}]",测试用户,虚拟测试数据；截止日期仅用于AI产品联调，不代表真实监管要求,2026-09-25T00:00:00+08:00
rec_line_006_national_condition_survey_report_2025,report_line_006_national_condition_survey_report,production_line,line_006,碳酸锂一号生产线,ent_002,mine_003,2025,national_condition_survey_report,国情调查报告,overdue,2025-12-31,,True,[],,虚拟测试数据；截止日期仅用于AI产品联调，不代表真实监管要求,2026-09-25T00:00:00+08:00
rec_line_006_national_condition_survey_report_2026,report_line_006_national_condition_survey_report,production_line,line_006,碳酸锂一号生产线,ent_002,mine_003,2026,national_condition_survey_report,国情调查报告,submitted,2026-12-31,2026-12-21T10:00:00+08:00,False,"[{""material_code"": ""national_condition_survey_report_01"", ""file_name"": ""2026年度国情调查报告.pdf"", ""file_url"": ""/mock-files/line_006/2026/national_condition_survey_report.pdf""}]",测试用户,虚拟测试数据；截止日期仅用于AI产品联调，不代表真实监管要求,2026-09-25T00:00:00+08:00
rec_line_007_brine_monitoring_annual_report_2024,report_line_007_brine_monitoring_annual_report,production_line,line_007,碳酸锂二号生产线,ent_002,mine_003,2024,brine_monitoring_annual_report,卤水监测年报,submitted,2024-04-30,2024-04-19T10:00:00+08:00,False,"[{""material_code"": ""brine_monitoring_annual_report_01"", ""file_name"": ""2024年度卤水监测年报.pdf"", ""file_url"": ""/mock-files/line_007/2024/brine_monitoring_annual_report.pdf""}]",测试用户,虚拟测试数据；截止日期仅用于AI产品联调，不代表真实监管要求,2026-09-25T00:00:00+08:00
rec_line_007_brine_monitoring_annual_report_2025,report_line_007_brine_monitoring_annual_report,production_line,line_007,碳酸锂二号生产线,ent_002,mine_003,2025,brine_monitoring_annual_report,卤水监测年报,submitted,2025-04-30,2025-04-19T10:00:00+08:00,False,"[{""material_code"": ""brine_monitoring_annual_report_01"", ""file_name"": ""2025年度卤水监测年报.pdf"", ""file_url"": ""/mock-files/line_007/2025/brine_monitoring_annual_report.pdf""}]",测试用户,虚拟测试数据；截止日期仅用于AI产品联调，不代表真实监管要求,2026-09-25T00:00:00+08:00
rec_line_007_brine_monitoring_annual_report_2026,report_line_007_brine_monitoring_annual_report,production_line,line_007,碳酸锂二号生产线,ent_002,mine_003,2026,brine_monitoring_annual_report,卤水监测年报,submitted,2026-04-30,2026-04-19T10:00:00+08:00,False,"[{""material_code"": ""brine_monitoring_annual_report_01"", ""file_name"": ""2026年度卤水监测年报.pdf"", ""file_url"": ""/mock-files/line_007/2026/brine_monitoring_annual_report.pdf""}]",测试用户,虚拟测试数据；截止日期仅用于AI产品联调，不代表真实监管要求,2026-09-25T00:00:00+08:00
rec_line_007_annual_development_utilization_report_2024,report_line_007_annual_development_utilization_report,production_line,line_007,碳酸锂二号生产线,ent_002,mine_003,2024,annual_development_utilization_report,年度开发利用报告,overdue,2024-05-31,,True,[],,虚拟测试数据；截止日期仅用于AI产品联调，不代表真实监管要求,2026-09-25T00:00:00+08:00
rec_line_007_annual_development_utilization_report_2025,report_line_007_annual_development_utilization_report,production_line,line_007,碳酸锂二号生产线,ent_002,mine_003,2025,annual_development_utilization_report,年度开发利用报告,submitted,2025-05-31,2025-05-19T10:00:00+08:00,False,"[{""material_code"": ""annual_development_utilization_report_01"", ""file_name"": ""2025年度年度开发利用报告.pdf"", ""file_url"": ""/mock-files/line_007/2025/annual_development_utilization_report.pdf""}]",测试用户,虚拟测试数据；截止日期仅用于AI产品联调，不代表真实监管要求,2026-09-25T00:00:00+08:00
rec_line_007_annual_development_utilization_report_2026,report_line_007_annual_development_utilization_report,production_line,line_007,碳酸锂二号生产线,ent_002,mine_003,2026,annual_development_utilization_report,年度开发利用报告,overdue,2026-05-31,,True,[],,虚拟测试数据；截止日期仅用于AI产品联调，不代表真实监管要求,2026-09-25T00:00:00+08:00
rec_line_007_national_condition_survey_report_2024,report_line_007_national_condition_survey_report,production_line,line_007,碳酸锂二号生产线,ent_002,mine_003,2024,national_condition_survey_report,国情调查报告,submitted,2024-12-31,2024-12-18T10:00:00+08:00,False,"[{""material_code"": ""national_condition_survey_report_01"", ""file_name"": ""2024年度国情调查报告.pdf"", ""file_url"": ""/mock-files/line_007/2024/national_condition_survey_report.pdf""}]",测试用户,虚拟测试数据；截止日期仅用于AI产品联调，不代表真实监管要求,2026-09-25T00:00:00+08:00
rec_line_007_national_condition_survey_report_2025,report_line_007_national_condition_survey_report,production_line,line_007,碳酸锂二号生产线,ent_002,mine_003,2025,national_condition_survey_report,国情调查报告,late_submitted,2025-12-31,2026-01-06T10:00:00+08:00,True,"[{""material_code"": ""national_condition_survey_report_01"", ""file_name"": ""2025年度国情调查报告.pdf"", ""file_url"": ""/mock-files/line_007/2025/national_condition_survey_report.pdf""}]",测试用户,虚拟测试数据；截止日期仅用于AI产品联调，不代表真实监管要求,2026-09-25T00:00:00+08:00
rec_line_007_national_condition_survey_report_2026,report_line_007_national_condition_survey_report,production_line,line_007,碳酸锂二号生产线,ent_002,mine_003,2026,national_condition_survey_report,国情调查报告,submitted,2026-12-31,2026-12-18T10:00:00+08:00,False,"[{""material_code"": ""national_condition_survey_report_01"", ""file_name"": ""2026年度国情调查报告.pdf"", ""file_url"": ""/mock-files/line_007/2026/national_condition_survey_report.pdf""}]",测试用户,虚拟测试数据；截止日期仅用于AI产品联调，不代表真实监管要求,2026-09-25T00:00:00+08:00
rec_line_008_brine_monitoring_annual_report_2024,report_line_008_brine_monitoring_annual_report,production_line,line_008,钾盐综合利用生产线,ent_002,mine_004,2024,brine_monitoring_annual_report,卤水监测年报,submitted,2024-04-30,2024-04-16T10:00:00+08:00,False,"[{""material_code"": ""brine_monitoring_annual_report_01"", ""file_name"": ""2024年度卤水监测年报.pdf"", ""file_url"": ""/mock-files/line_008/2024/brine_monitoring_annual_report.pdf""}]",测试用户,虚拟测试数据；截止日期仅用于AI产品联调，不代表真实监管要求,2026-09-25T00:00:00+08:00
rec_line_008_brine_monitoring_annual_report_2025,report_line_008_brine_monitoring_annual_report,production_line,line_008,钾盐综合利用生产线,ent_002,mine_004,2025,brine_monitoring_annual_report,卤水监测年报,submitted,2025-04-30,2025-04-16T10:00:00+08:00,False,"[{""material_code"": ""brine_monitoring_annual_report_01"", ""file_name"": ""2025年度卤水监测年报.pdf"", ""file_url"": ""/mock-files/line_008/2025/brine_monitoring_annual_report.pdf""}]",测试用户,虚拟测试数据；截止日期仅用于AI产品联调，不代表真实监管要求,2026-09-25T00:00:00+08:00
rec_line_008_brine_monitoring_annual_report_2026,report_line_008_brine_monitoring_annual_report,production_line,line_008,钾盐综合利用生产线,ent_002,mine_004,2026,brine_monitoring_annual_report,卤水监测年报,late_submitted,2026-04-30,2026-05-07T10:00:00+08:00,True,"[{""material_code"": ""brine_monitoring_annual_report_01"", ""file_name"": ""2026年度卤水监测年报.pdf"", ""file_url"": ""/mock-files/line_008/2026/brine_monitoring_annual_report.pdf""}]",测试用户,虚拟测试数据；截止日期仅用于AI产品联调，不代表真实监管要求,2026-09-25T00:00:00+08:00
rec_line_008_annual_development_utilization_report_2024,report_line_008_annual_development_utilization_report,production_line,line_008,钾盐综合利用生产线,ent_002,mine_004,2024,annual_development_utilization_report,年度开发利用报告,late_submitted,2024-05-31,2024-06-08T10:00:00+08:00,True,"[{""material_code"": ""annual_development_utilization_report_01"", ""file_name"": ""2024年度年度开发利用报告.pdf"", ""file_url"": ""/mock-files/line_008/2024/annual_development_utilization_report.pdf""}]",测试用户,虚拟测试数据；截止日期仅用于AI产品联调，不代表真实监管要求,2026-09-25T00:00:00+08:00
rec_line_008_annual_development_utilization_report_2025,report_line_008_annual_development_utilization_report,production_line,line_008,钾盐综合利用生产线,ent_002,mine_004,2025,annual_development_utilization_report,年度开发利用报告,overdue,2025-05-31,,True,[],,虚拟测试数据；截止日期仅用于AI产品联调，不代表真实监管要求,2026-09-25T00:00:00+08:00
rec_line_008_annual_development_utilization_report_2026,report_line_008_annual_development_utilization_report,production_line,line_008,钾盐综合利用生产线,ent_002,mine_004,2026,annual_development_utilization_report,年度开发利用报告,submitted,2026-05-31,2026-05-16T10:00:00+08:00,False,"[{""material_code"": ""annual_development_utilization_report_01"", ""file_name"": ""2026年度年度开发利用报告.pdf"", ""file_url"": ""/mock-files/line_008/2026/annual_development_utilization_report.pdf""}]",测试用户,虚拟测试数据；截止日期仅用于AI产品联调，不代表真实监管要求,2026-09-25T00:00:00+08:00
rec_line_008_national_condition_survey_report_2024,report_line_008_national_condition_survey_report,production_line,line_008,钾盐综合利用生产线,ent_002,mine_004,2024,national_condition_survey_report,国情调查报告,submitted,2024-12-31,2024-12-15T10:00:00+08:00,False,"[{""material_code"": ""national_condition_survey_report_01"", ""file_name"": ""2024年度国情调查报告.pdf"", ""file_url"": ""/mock-files/line_008/2024/national_condition_survey_report.pdf""}]",测试用户,虚拟测试数据；截止日期仅用于AI产品联调，不代表真实监管要求,2026-09-25T00:00:00+08:00
rec_line_008_national_condition_survey_report_2025,report_line_008_national_condition_survey_report,production_line,line_008,钾盐综合利用生产线,ent_002,mine_004,2025,national_condition_survey_report,国情调查报告,submitted,2025-12-31,2025-12-15T10:00:00+08:00,False,"[{""material_code"": ""national_condition_survey_report_01"", ""file_name"": ""2025年度国情调查报告.pdf"", ""file_url"": ""/mock-files/line_008/2025/national_condition_survey_report.pdf""}]",测试用户,虚拟测试数据；截止日期仅用于AI产品联调，不代表真实监管要求,2026-09-25T00:00:00+08:00
rec_line_008_national_condition_survey_report_2026,report_line_008_national_condition_survey_report,production_line,line_008,钾盐综合利用生产线,ent_002,mine_004,2026,national_condition_survey_report,国情调查报告,submitted,2026-12-31,2026-12-15T10:00:00+08:00,False,"[{""material_code"": ""national_condition_survey_report_01"", ""file_name"": ""2026年度国情调查报告.pdf"", ""file_url"": ""/mock-files/line_008/2026/national_condition_survey_report.pdf""}]",测试用户,虚拟测试数据；截止日期仅用于AI产品联调，不代表真实监管要求,2026-09-25T00:00:00+08:00
rec_line_009_brine_monitoring_annual_report_2024,report_line_009_brine_monitoring_annual_report,production_line,line_009,卤水预处理生产线,ent_002,mine_004,2024,brine_monitoring_annual_report,卤水监测年报,overdue,2024-04-30,,True,[],,虚拟测试数据；截止日期仅用于AI产品联调，不代表真实监管要求,2026-09-25T00:00:00+08:00
rec_line_009_brine_monitoring_annual_report_2025,report_line_009_brine_monitoring_annual_report,production_line,line_009,卤水预处理生产线,ent_002,mine_004,2025,brine_monitoring_annual_report,卤水监测年报,submitted,2025-04-30,2025-04-13T10:00:00+08:00,False,"[{""material_code"": ""brine_monitoring_annual_report_01"", ""file_name"": ""2025年度卤水监测年报.pdf"", ""file_url"": ""/mock-files/line_009/2025/brine_monitoring_annual_report.pdf""}]",测试用户,虚拟测试数据；截止日期仅用于AI产品联调，不代表真实监管要求,2026-09-25T00:00:00+08:00
rec_line_009_brine_monitoring_annual_report_2026,report_line_009_brine_monitoring_annual_report,production_line,line_009,卤水预处理生产线,ent_002,mine_004,2026,brine_monitoring_annual_report,卤水监测年报,overdue,2026-04-30,,True,[],,虚拟测试数据；截止日期仅用于AI产品联调，不代表真实监管要求,2026-09-25T00:00:00+08:00
rec_line_009_annual_development_utilization_report_2024,report_line_009_annual_development_utilization_report,production_line,line_009,卤水预处理生产线,ent_002,mine_004,2024,annual_development_utilization_report,年度开发利用报告,submitted,2024-05-31,2024-05-13T10:00:00+08:00,False,"[{""material_code"": ""annual_development_utilization_report_01"", ""file_name"": ""2024年度年度开发利用报告.pdf"", ""file_url"": ""/mock-files/line_009/2024/annual_development_utilization_report.pdf""}]",测试用户,虚拟测试数据；截止日期仅用于AI产品联调，不代表真实监管要求,2026-09-25T00:00:00+08:00
rec_line_009_annual_development_utilization_report_2025,report_line_009_annual_development_utilization_report,production_line,line_009,卤水预处理生产线,ent_002,mine_004,2025,annual_development_utilization_report,年度开发利用报告,late_submitted,2025-05-31,2025-06-11T10:00:00+08:00,True,"[{""material_code"": ""annual_development_utilization_report_01"", ""file_name"": ""2025年度年度开发利用报告.pdf"", ""file_url"": ""/mock-files/line_009/2025/annual_development_utilization_report.pdf""}]",测试用户,虚拟测试数据；截止日期仅用于AI产品联调，不代表真实监管要求,2026-09-25T00:00:00+08:00
rec_line_009_annual_development_utilization_report_2026,report_line_009_annual_development_utilization_report,production_line,line_009,卤水预处理生产线,ent_002,mine_004,2026,annual_development_utilization_report,年度开发利用报告,submitted,2026-05-31,2026-05-13T10:00:00+08:00,False,"[{""material_code"": ""annual_development_utilization_report_01"", ""file_name"": ""2026年度年度开发利用报告.pdf"", ""file_url"": ""/mock-files/line_009/2026/annual_development_utilization_report.pdf""}]",测试用户,虚拟测试数据；截止日期仅用于AI产品联调，不代表真实监管要求,2026-09-25T00:00:00+08:00
rec_line_009_national_condition_survey_report_2024,report_line_009_national_condition_survey_report,production_line,line_009,卤水预处理生产线,ent_002,mine_004,2024,national_condition_survey_report,国情调查报告,submitted,2024-12-31,2024-12-12T10:00:00+08:00,False,"[{""material_code"": ""national_condition_survey_report_01"", ""file_name"": ""2024年度国情调查报告.pdf"", ""file_url"": ""/mock-files/line_009/2024/national_condition_survey_report.pdf""}]",测试用户,虚拟测试数据；截止日期仅用于AI产品联调，不代表真实监管要求,2026-09-25T00:00:00+08:00
rec_line_009_national_condition_survey_report_2025,report_line_009_national_condition_survey_report,production_line,line_009,卤水预处理生产线,ent_002,mine_004,2025,national_condition_survey_report,国情调查报告,submitted,2025-12-31,2025-12-12T10:00:00+08:00,False,"[{""material_code"": ""national_condition_survey_report_01"", ""file_name"": ""2025年度国情调查报告.pdf"", ""file_url"": ""/mock-files/line_009/2025/national_condition_survey_report.pdf""}]",测试用户,虚拟测试数据；截止日期仅用于AI产品联调，不代表真实监管要求,2026-09-25T00:00:00+08:00
rec_line_009_national_condition_survey_report_2026,report_line_009_national_condition_survey_report,production_line,line_009,卤水预处理生产线,ent_002,mine_004,2026,national_condition_survey_report,国情调查报告,not_submitted,2026-12-31,,False,[],,虚拟测试数据；截止日期仅用于AI产品联调，不代表真实监管要求,2026-09-25T00:00:00+08:00
rec_line_010_brine_monitoring_annual_report_2024,report_line_010_brine_monitoring_annual_report,production_line,line_010,锂盐中试生产线,ent_003,mine_005,2024,brine_monitoring_annual_report,卤水监测年报,late_submitted,2024-04-30,2024-05-13T10:00:00+08:00,True,"[{""material_code"": ""brine_monitoring_annual_report_01"", ""file_name"": ""2024年度卤水监测年报.pdf"", ""file_url"": ""/mock-files/line_010/2024/brine_monitoring_annual_report.pdf""}]",测试用户,虚拟测试数据；截止日期仅用于AI产品联调，不代表真实监管要求,2026-09-25T00:00:00+08:00
rec_line_010_brine_monitoring_annual_report_2025,report_line_010_brine_monitoring_annual_report,production_line,line_010,锂盐中试生产线,ent_003,mine_005,2025,brine_monitoring_annual_report,卤水监测年报,overdue,2025-04-30,,True,[],,虚拟测试数据；截止日期仅用于AI产品联调，不代表真实监管要求,2026-09-25T00:00:00+08:00
rec_line_010_brine_monitoring_annual_report_2026,report_line_010_brine_monitoring_annual_report,production_line,line_010,锂盐中试生产线,ent_003,mine_005,2026,brine_monitoring_annual_report,卤水监测年报,submitted,2026-04-30,2026-04-10T10:00:00+08:00,False,"[{""material_code"": ""brine_monitoring_annual_report_01"", ""file_name"": ""2026年度卤水监测年报.pdf"", ""file_url"": ""/mock-files/line_010/2026/brine_monitoring_annual_report.pdf""}]",测试用户,虚拟测试数据；截止日期仅用于AI产品联调，不代表真实监管要求,2026-09-25T00:00:00+08:00
rec_line_010_annual_development_utilization_report_2024,report_line_010_annual_development_utilization_report,production_line,line_010,锂盐中试生产线,ent_003,mine_005,2024,annual_development_utilization_report,年度开发利用报告,submitted,2024-05-31,2024-05-10T10:00:00+08:00,False,"[{""material_code"": ""annual_development_utilization_report_01"", ""file_name"": ""2024年度年度开发利用报告.pdf"", ""file_url"": ""/mock-files/line_010/2024/annual_development_utilization_report.pdf""}]",测试用户,虚拟测试数据；截止日期仅用于AI产品联调，不代表真实监管要求,2026-09-25T00:00:00+08:00
rec_line_010_annual_development_utilization_report_2025,report_line_010_annual_development_utilization_report,production_line,line_010,锂盐中试生产线,ent_003,mine_005,2025,annual_development_utilization_report,年度开发利用报告,submitted,2025-05-31,2025-05-10T10:00:00+08:00,False,"[{""material_code"": ""annual_development_utilization_report_01"", ""file_name"": ""2025年度年度开发利用报告.pdf"", ""file_url"": ""/mock-files/line_010/2025/annual_development_utilization_report.pdf""}]",测试用户,虚拟测试数据；截止日期仅用于AI产品联调，不代表真实监管要求,2026-09-25T00:00:00+08:00
rec_line_010_annual_development_utilization_report_2026,report_line_010_annual_development_utilization_report,production_line,line_010,锂盐中试生产线,ent_003,mine_005,2026,annual_development_utilization_report,年度开发利用报告,submitted,2026-05-31,2026-05-10T10:00:00+08:00,False,"[{""material_code"": ""annual_development_utilization_report_01"", ""file_name"": ""2026年度年度开发利用报告.pdf"", ""file_url"": ""/mock-files/line_010/2026/annual_development_utilization_report.pdf""}]",测试用户,虚拟测试数据；截止日期仅用于AI产品联调，不代表真实监管要求,2026-09-25T00:00:00+08:00
rec_line_010_national_condition_survey_report_2024,report_line_010_national_condition_survey_report,production_line,line_010,锂盐中试生产线,ent_003,mine_005,2024,national_condition_survey_report,国情调查报告,overdue,2024-12-31,,True,[],,虚拟测试数据；截止日期仅用于AI产品联调，不代表真实监管要求,2026-09-25T00:00:00+08:00
rec_line_010_national_condition_survey_report_2025,report_line_010_national_condition_survey_report,production_line,line_010,锂盐中试生产线,ent_003,mine_005,2025,national_condition_survey_report,国情调查报告,submitted,2025-12-31,2025-12-09T10:00:00+08:00,False,"[{""material_code"": ""national_condition_survey_report_01"", ""file_name"": ""2025年度国情调查报告.pdf"", ""file_url"": ""/mock-files/line_010/2025/national_condition_survey_report.pdf""}]",测试用户,虚拟测试数据；截止日期仅用于AI产品联调，不代表真实监管要求,2026-09-25T00:00:00+08:00
rec_line_010_national_condition_survey_report_2026,report_line_010_national_condition_survey_report,production_line,line_010,锂盐中试生产线,ent_003,mine_005,2026,national_condition_survey_report,国情调查报告,not_submitted,2026-12-31,,False,[],,虚拟测试数据；截止日期仅用于AI产品联调，不代表真实监管要求,2026-09-25T00:00:00+08:00
rec_line_011_brine_monitoring_annual_report_2024,report_line_011_brine_monitoring_annual_report,production_line,line_011,氯化钾试生产线,ent_003,mine_005,2024,brine_monitoring_annual_report,卤水监测年报,submitted,2024-04-30,2024-04-07T10:00:00+08:00,False,"[{""material_code"": ""brine_monitoring_annual_report_01"", ""file_name"": ""2024年度卤水监测年报.pdf"", ""file_url"": ""/mock-files/line_011/2024/brine_monitoring_annual_report.pdf""}]",测试用户,虚拟测试数据；截止日期仅用于AI产品联调，不代表真实监管要求,2026-09-25T00:00:00+08:00
rec_line_011_brine_monitoring_annual_report_2025,report_line_011_brine_monitoring_annual_report,production_line,line_011,氯化钾试生产线,ent_003,mine_005,2025,brine_monitoring_annual_report,卤水监测年报,late_submitted,2025-04-30,2025-05-16T10:00:00+08:00,True,"[{""material_code"": ""brine_monitoring_annual_report_01"", ""file_name"": ""2025年度卤水监测年报.pdf"", ""file_url"": ""/mock-files/line_011/2025/brine_monitoring_annual_report.pdf""}]",测试用户,虚拟测试数据；截止日期仅用于AI产品联调，不代表真实监管要求,2026-09-25T00:00:00+08:00
rec_line_011_brine_monitoring_annual_report_2026,report_line_011_brine_monitoring_annual_report,production_line,line_011,氯化钾试生产线,ent_003,mine_005,2026,brine_monitoring_annual_report,卤水监测年报,submitted,2026-04-30,2026-04-07T10:00:00+08:00,False,"[{""material_code"": ""brine_monitoring_annual_report_01"", ""file_name"": ""2026年度卤水监测年报.pdf"", ""file_url"": ""/mock-files/line_011/2026/brine_monitoring_annual_report.pdf""}]",测试用户,虚拟测试数据；截止日期仅用于AI产品联调，不代表真实监管要求,2026-09-25T00:00:00+08:00
rec_line_011_annual_development_utilization_report_2024,report_line_011_annual_development_utilization_report,production_line,line_011,氯化钾试生产线,ent_003,mine_005,2024,annual_development_utilization_report,年度开发利用报告,submitted,2024-05-31,2024-05-07T10:00:00+08:00,False,"[{""material_code"": ""annual_development_utilization_report_01"", ""file_name"": ""2024年度年度开发利用报告.pdf"", ""file_url"": ""/mock-files/line_011/2024/annual_development_utilization_report.pdf""}]",测试用户,虚拟测试数据；截止日期仅用于AI产品联调，不代表真实监管要求,2026-09-25T00:00:00+08:00
rec_line_011_annual_development_utilization_report_2025,report_line_011_annual_development_utilization_report,production_line,line_011,氯化钾试生产线,ent_003,mine_005,2025,annual_development_utilization_report,年度开发利用报告,submitted,2025-05-31,2025-05-07T10:00:00+08:00,False,"[{""material_code"": ""annual_development_utilization_report_01"", ""file_name"": ""2025年度年度开发利用报告.pdf"", ""file_url"": ""/mock-files/line_011/2025/annual_development_utilization_report.pdf""}]",测试用户,虚拟测试数据；截止日期仅用于AI产品联调，不代表真实监管要求,2026-09-25T00:00:00+08:00
